id,failure
26570,0.20167391001132706
26571,0.19614608990799065
26572,0.19954233102722488
26573,0.19767434631308803
26574,0.24517517893832144
26575,0.19250054188223556
26576,0.18938183418329962
26577,0.21364721758590546
26578,0.18225834639688154
26579,0.1920834752417998
26580,0.18751887084038915
26581,0.20630864966877474
26582,0.20211588247435813
26583,0.1978688421267154
26584,0.21168954534524304
26585,0.1924571727738814
26586,0.19652993555015222
26587,0.1883772590150844
26588,0.20996539766195685
26589,0.1974199448412274
26590,0.19897265104594955
26591,0.21472942482534207
26592,0.21127644918784727
26593,0.19819912903122197
26594,0.1933241081595893
26595,0.2088691630679619
26596,0.21575308802142418
26597,0.19784257460837318
26598,0.22455694420542657
26599,0.2752843851521533
26600,0.20031044977441934
26601,0.21228758365515438
26602,0.23537491873386548
26603,0.20068020947258264
26604,0.1916121237011006
26605,0.19200508662134413
26606,0.18221514040951775
26607,0.19726120596265007
26608,0.1863873126118041
26609,0.21349070172068196
26610,0.19319071659628168
26611,0.19191655287155915
26612,0.178954061918833
26613,0.2069068445136887
26614,0.19261395959986644
26615,0.19733235659651008
26616,0.20353612551261335
26617,0.18422444192777904
26618,0.2648639138150392
26619,0.19612233552849503
26620,0.1996731720040253
26621,0.19415504655695207
26622,0.1993664644557417
26623,0.2097923904656758
26624,0.20035368645528978
26625,0.20370827696801952
26626,0.18659035487736048
26627,0.24717544123437124
26628,0.18511461819828778
26629,0.23485173064202974
26630,0.1994554654389632
26631,0.21276370941805178
26632,0.21377837801522673
26633,0.19363698921279887
26634,0.2124523421390736
26635,0.21907117860849515
26636,0.26526288066820247
26637,0.20575324918637694
26638,0.23084508528276945
26639,0.186956452538831
26640,0.20347060080824866
26641,0.20549969698277912
26642,0.2227556880999758
26643,0.21154987978951098
26644,0.19400109751295067
26645,0.19940515416133103
26646,0.21119997290296222
26647,0.2132484195729524
26648,0.20056146424547558
26649,0.20828359675918798
26650,0.20579243472400965
26651,0.20202137050343735
26652,0.21354018328515173
26653,0.19973213544651638
26654,0.22292535412369138
26655,0.21875334058591317
26656,0.19740881772837798
26657,0.2035787024204848
26658,0.2154183964763389
26659,0.19794699157800744
26660,0.20543174499323474
26661,0.19404604117779903
26662,0.19468221082245923
26663,0.21944400729095576
26664,0.1945643775645929
26665,0.19467916949003392
26666,0.1831711197248673
26667,0.2087822478097686
26668,0.20831388525432706
26669,0.1835615361927814
26670,0.20393258350161156
26671,0.1879750086868239
26672,0.201904323411043
26673,0.19950139375481274
26674,0.18560061616547555
26675,0.19795690789950873
26676,0.18754341420918397
26677,0.2388296120095098
26678,0.19711880281362007
26679,0.20707143992150262
26680,0.19903008861789082
26681,0.23826282432308607
26682,0.1938970540672336
26683,0.2328981926238024
26684,0.23270841613169124
26685,0.19248794812166856
26686,0.2034428078252913
26687,0.2162859883709453
26688,0.22144119346839683
26689,0.2157693186748099
26690,0.19595793589665397
26691,0.20409493084042035
26692,0.21548634686134618
26693,0.2015105205912174
26694,0.1938832598480912
26695,0.23817836623682356
26696,0.21247785531350918
26697,0.1960619313587371
26698,0.2240376286823828
26699,0.1834204991896174
26700,0.20425462153366927
26701,0.19992639415217262
26702,0.21808953831849265
26703,0.20022733794676414
26704,0.19836705648299421
26705,0.21117077347276675
26706,0.2143301619227004
26707,0.21044678311457363
26708,0.20722709897352803
26709,0.18060879385832837
26710,0.2184528769181149
26711,0.20684779030216643
26712,0.21394589141416218
26713,0.23219982112810578
26714,0.22496426374892592
26715,0.21051033639832112
26716,0.20547782481345522
26717,0.19619085146883447
26718,0.2121354011161208
26719,0.2004682516156382
26720,0.1970166131982976
26721,0.18499269514430985
26722,0.23411847444819528
26723,0.198532832282168
26724,0.2084864787147772
26725,0.20525669737881094
26726,0.19947211273276344
26727,0.1951743248772896
26728,0.1980867275425753
26729,0.20107814662672893
26730,0.20620528275969924
26731,0.22590636414901077
26732,0.1923104674429548
26733,0.2101422666071267
26734,0.20885534712584983
26735,0.2237322875947887
26736,0.1969257309216826
26737,0.19585751360893452
26738,0.20858675413701327
26739,0.2511783561191722
26740,0.20007796538188394
26741,0.24681523641765502
26742,0.2383949418832676
26743,0.21326651301761856
26744,0.2119504580951379
26745,0.21766983337797557
26746,0.1775134907692888
26747,0.21180798090179837
26748,0.18693397311037094
26749,0.21579337761819053
26750,0.19620231184153775
26751,0.22358718252516988
26752,0.22755609212420794
26753,0.19473966087557337
26754,0.2114106142845575
26755,0.18412087810976363
26756,0.18645828417382074
26757,0.21335127523611466
26758,0.22723486579146818
26759,0.2116842427491513
26760,0.22218514704133296
26761,0.18875264184753893
26762,0.18647698292537962
26763,0.19402420046464583
26764,0.19125850097400024
26765,0.1937986011872989
26766,0.1871695164575167
26767,0.19130658014395963
26768,0.20999650046938884
26769,0.18571998962485226
26770,0.22884800090994
26771,0.21053847794651911
26772,0.1901113877814749
26773,0.20245998987486724
26774,0.2372532190784082
26775,0.19824139819302053
26776,0.18032806023199469
26777,0.19477184814456472
26778,0.2087253943269473
26779,0.21971453612064246
26780,0.19802056998993034
26781,0.20537679240326082
26782,0.21820490116362612
26783,0.2404341143540073
26784,0.19191014166484435
26785,0.21000083269662895
26786,0.18246574176179126
26787,0.1710242902065783
26788,0.20430718034438675
26789,0.228912298156986
26790,0.19229881746557437
26791,0.21687583506926505
26792,0.21698684515469183
26793,0.22285010110055578
26794,0.2028999901015874
26795,0.21224401872734008
26796,0.205045487335849
26797,0.20423439090754608
26798,0.20329369059066468
26799,0.21853163006678503
26800,0.21190101066674769
26801,0.21757904785800725
26802,0.20708407970518203
26803,0.20111191697702016
26804,0.211156815273972
26805,0.20894611604742938
26806,0.226480117049344
26807,0.2171253664532035
26808,0.2111918552243343
26809,0.22357242028758226
26810,0.20276824551016423
26811,0.20130722866198095
26812,0.2067635024975238
26813,0.2065266047704081
26814,0.22666416898829464
26815,0.2058728453570462
26816,0.2216995154145116
26817,0.20839091308401222
26818,0.18917115736356077
26819,0.19794356889523285
26820,0.18409607489632954
26821,0.1921112482908109
26822,0.21690820490957552
26823,0.19619656400102378
26824,0.21237338478074455
26825,0.22382545358913045
26826,0.18614822535906755
26827,0.20118848656661267
26828,0.22995037940018162
26829,0.18481621115971608
26830,0.21277728070693291
26831,0.19125699324845966
26832,0.20773813010129294
26833,0.21906132508495996
26834,0.24683117705176263
26835,0.19775871530641076
26836,0.2078679344789335
26837,0.21121418268130002
26838,0.18938564820729523
26839,0.20633571795315325
26840,0.20356893175270696
26841,0.19927480623703167
26842,0.2262296346842868
26843,0.22633526949770089
26844,0.22003848824813277
26845,0.19011096295602958
26846,0.2601167334972184
26847,0.21236007538426996
26848,0.18761882456353823
26849,0.20480572007723694
26850,0.208071442847866
26851,0.20481992586829387
26852,0.21117824768318458
26853,0.19181273609951496
26854,0.2578206317680778
26855,0.21025455119655037
26856,0.23851861487436865
26857,0.19495856805851738
26858,0.206761883154744
26859,0.1886984947336207
26860,0.21063965675636911
26861,0.20057327200446112
26862,0.20145673328248256
26863,0.1851279035021258
26864,0.21192974985033292
26865,0.18461447173732604
26866,0.21743819030699077
26867,0.19812758946177564
26868,0.21126132377442353
26869,0.24868646484570983
26870,0.19008169149616094
26871,0.21650706422430352
26872,0.20650144278081545
26873,0.2007134023860067
26874,0.19510536082394894
26875,0.17945957449188804
26876,0.20120472981172843
26877,0.22050579849195753
26878,0.23302743680861998
26879,0.19490608693861364
26880,0.20372948426587742
26881,0.2090665747610483
26882,0.19622973907651795
26883,0.20001962695579056
26884,0.21705324861242406
26885,0.2147508429389441
26886,0.20193217398024965
26887,0.20537412645272474
26888,0.18436913540699046
26889,0.20045747114410603
26890,0.20258243562819045
26891,0.17524441549669856
26892,0.19025850534555203
26893,0.2011029010090673
26894,0.22890258375751826
26895,0.2430210709312058
26896,0.2250685516189937
26897,0.19217237830038686
26898,0.19492040851091466
26899,0.2013507901604759
26900,0.17936193784698076
26901,0.20727067943515767
26902,0.19932367089416878
26903,0.20088200235052955
26904,0.1999789440649371
26905,0.22226704860126537
26906,0.2143992659213061
26907,0.20485675241019688
26908,0.21615960797565845
26909,0.23299144328285448
26910,0.21628317090254215
26911,0.1998603279547829
26912,0.1845799455339783
26913,0.2143514008429329
26914,0.18274587786377733
26915,0.20619774467643726
26916,0.18424780546574449
26917,0.22241533174238953
26918,0.21165909422747975
26919,0.22022007478477318
26920,0.2171990644199437
26921,0.18459670941596076
26922,0.2174573370796475
26923,0.2280444659242556
26924,0.18925495120990574
26925,0.1757084065962608
26926,0.22130927535069994
26927,0.25139604895114775
26928,0.20617950600120286
26929,0.21995610533109175
26930,0.21274287338087425
26931,0.20604381258402185
26932,0.18722313142277267
26933,0.19697573129872098
26934,0.19277758762520955
26935,0.1818041041995617
26936,0.19540567378696252
26937,0.19702532361882452
26938,0.1993573329746963
26939,0.2190733681116919
26940,0.17857443221954553
26941,0.18465372333777996
26942,0.21157818850868718
26943,0.19602360716020514
26944,0.19265389413379153
26945,0.23963636077961206
26946,0.23570311013884426
26947,0.19834613393841627
26948,0.17332253038739906
26949,0.2073849613168304
26950,0.19243869222740873
26951,0.19959100051938944
26952,0.2152107086252441
26953,0.21825523287183388
26954,0.21707648609764738
26955,0.1897261874006793
26956,0.20030961170217632
26957,0.20818234784945988
26958,0.18993599574499676
26959,0.21277998816840865
26960,0.1982713688015208
26961,0.20980962871989162
26962,0.2052814980512254
26963,0.216530631855667
26964,0.189867912505515
26965,0.19595324743579914
26966,0.2212913118298046
26967,0.21358354255310488
26968,0.19462760579673666
26969,0.23783093687586615
